,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
376,Boyolangu,66,ID,1563050631,94,-8.09,111.9,63.02,4.25
377,Saint-Augustin,40,CA,1563050632,57,45.63,-73.98,82.99,10.29
378,Papetoai,20,PF,1563050633,70,-17.5,-149.87,84.2,10.29
379,Sirjan,46,IR,1563050635,35,29.44,55.67,79.76,8.12
380,Balkanabat,33,TM,1563050636,61,39.51,54.36,82.1,11.83
381,Dabhol,100,IN,1563050637,84,17.6,73.17,82.1,11.48
382,Magadan,0,RU,1563050638,71,59.56,150.8,55.82,2.42
383,Pinjaur,40,IN,1563050624,100,30.8,76.92,80.6,2.24
384,Ruidoso,20,US,1563050522,21,33.33,-105.67,100.99,12.75
385,Lypova Dolyna,6,UA,1563050643,85,50.56,33.8,55.28,3.87
386,Bronnoysund,90,NO,1563050644,87,65.46,12.2,51.8,4.7
387,Itaituba,73,BR,1563050645,62,-4.26,-55.99,85.7,1.1
388,Uhlove,0,UA,1563050646,55,44.82,33.6,70.04,2.59
389,Kailua,90,US,1563050648,83,21.39,-157.74,84.2,11.41
390,Yabelo,99,ET,1563050649,69,4.89,38.09,64.82,8.25
391,Lebu,84,ET,1563050651,87,8.96,38.73,56.18,0.85
392,Mercedes,0,UY,1563050653,85,-33.25,-58.03,53.01,1.01
393,Sibolga,85,ID,1563050654,79,1.74,98.78,81.2,6.89
394,Teya,90,MX,1563050655,46,21.05,-89.07,96.01,14.99
395,Rocky Mountain House,100,CA,1563050452,72,52.38,-114.92,68.96,7.38
396,Mnogovershinnyy,100,RU,1563050658,80,53.94,139.92,59.24,2.3
397,Pangnirtung,94,CA,1563050659,38,66.15,-65.72,56.9,5.77
398,Dire,84,ET,1563050661,87,9.18,38.92,56.18,0.85
399,Bergen,20,NO,1563050662,87,60.39,5.33,55.0,27.51
400,Barcelos,26,BR,1563050587,68,-0.97,-62.93,87.14,1.48
401,Shenjiamen,100,CN,1563050665,90,29.96,122.3,73.82,10.13
402,Stare Mesto,0,CZ,1563050666,82,50.09,14.42,62.01,6.93
403,Yulara,0,AU,1563050667,80,-25.24,130.99,39.2,6.93
404,Bani,14,YE,1563050668,76,16.02,42.93,88.76,4.03
405,Avera,75,US,1563050670,78,33.19,-82.53,93.2,9.17
406,Riacho de Santana,0,BR,1563050671,32,-13.61,-42.94,75.44,6.87
407,Karpathos,0,GR,1563050673,73,35.51,27.21,73.4,5.82
408,Brae,0,GB,1563050674,81,60.4,-1.35,51.8,10.29
409,Rimavska Sobota,100,SK,1563050675,88,48.38,20.02,56.18,4.21
410,Kamaishi,100,JP,1563050677,95,39.28,141.86,60.5,2.51
411,Amur,24,RU,1563050678,59,54.1,61.58,68.78,10.63
412,Stulovo,95,RU,1563050680,82,55.85,38.31,57.2,0.49
413,Tieling,100,CN,1563050681,78,42.29,123.84,68.06,2.84
414,Inhambane,0,MZ,1563050682,96,-23.87,35.38,60.32,1.79
415,Prince Rupert,75,CA,1563050684,77,54.32,-130.32,66.2,8.05
416,Ust-Nera,0,RU,1563050685,47,64.57,143.24,69.32,2.55
417,Puerto Leguizamo,100,CO,1563050686,96,-0.19,-74.78,73.1,2.98
418,Maine-Soroa,66,NE,1563050688,33,13.21,12.02,92.72,14.92
419,Reconquista,100,AR,1563050689,89,-29.14,-59.64,58.52,8.81
420,Betsiamites,90,CA,1563050691,93,48.94,-68.65,69.8,8.05
421,Bocana de Paiwas,0,NI,1563050692,57,12.79,-85.12,84.08,7.78
422,Muzhi,100,RU,1563050693,87,65.4,64.7,61.76,12.41
423,Fairbanks,1,US,1563050500,82,64.84,-147.72,69.01,5.82
424,Talavera de la Reina,0,ES,1563050696,36,39.96,-4.83,80.01,5.99
425,Port Hardy,75,CA,1563050537,82,50.7,-127.42,62.6,4.7
426,Komsomolskiy,100,RU,1563050698,92,67.55,63.78,54.92,24.09
427,Quartucciu,0,IT,1563050699,57,39.25,9.18,82.4,14.99
428,Hami,0,CN,1563050701,29,42.84,93.51,79.76,4.07
429,Natal,40,BR,1563050702,74,-5.81,-35.21,80.6,8.05
430,Chongqing,0,CN,1563050547,94,29.56,106.55,73.4,4.47
431,Makarov,100,RU,1563050705,98,48.62,142.78,51.68,4.14
432,Voyvozh,71,RU,1563050706,98,62.89,54.96,51.32,4.59
433,Gravdal,3,NO,1563050707,81,59.79,5.78,55.0,19.46
434,North Platte,1,US,1563050427,59,41.12,-100.77,91.0,11.41
435,Vanino,13,RU,1563050711,86,53.93,40.55,52.0,5.23
436,Namatanai,74,PG,1563050712,83,-3.66,152.44,79.22,10.27
437,Timbuktu,67,ML,1563050714,34,16.77,-3.01,93.26,14.38
438,Salina Cruz,73,MX,1563050715,62,16.18,-95.2,85.16,6.64
439,Zaysan,2,KZ,1563050716,56,47.47,84.87,63.38,6.26
440,Eureka,90,US,1563050533,87,40.8,-124.16,68.0,5.82
441,Sangar,53,RU,1563050719,68,63.92,127.47,71.12,3.24
442,Lahij,63,YE,1563050720,57,13.06,44.88,87.68,11.07
443,Souillac,0,FR,1563050722,36,45.6,-0.6,78.8,9.17
444,Anadyr,100,RU,1563050723,72,64.73,177.51,66.2,4.47
445,Bubaque,70,GW,1563050725,83,11.28,-15.83,78.86,11.07
446,Longyearbyen,75,NO,1563050726,80,78.22,15.63,41.0,17.22
447,Fort Nelson,75,CA,1563050727,64,58.81,-122.69,68.0,3.36
448,Alyangula,32,AU,1563050728,56,-13.85,136.42,71.6,8.05
449,Bulgan,3,MN,1563050730,93,48.81,103.53,54.92,1.25
450,Beyneu,96,KZ,1563050731,49,45.32,55.19,84.98,18.77
451,Kaohsiung,75,TW,1563050732,88,22.62,120.31,81.0,3.36
452,Phalaborwa,0,ZA,1563050734,59,-23.95,31.14,60.8,3.36
453,Pisco,20,PE,1563050735,30,-13.71,-76.2,71.6,8.05
454,Grand Gaube,75,MU,1563050736,53,-20.01,57.66,71.6,6.93
455,Kiunga,100,PG,1563050737,97,-6.12,141.3,67.16,1.21
456,Roding,90,DE,1563050739,93,49.19,12.52,61.0,6.93
457,Boa Viagem,26,BR,1563050740,70,-5.13,-39.73,74.0,4.99
458,Peace River,75,CA,1563050742,68,56.23,-117.29,66.2,3.36
459,Oum Hadjer,76,TD,1563050744,40,13.3,19.7,89.48,8.68
460,Jingdezhen,93,CN,1563050745,98,29.29,117.2,70.22,0.78
461,Shushenskoye,0,RU,1563050746,88,53.33,91.95,64.4,2.24
462,Belaya Gora,66,RU,1563050747,55,68.54,146.19,61.04,13.47
463,Kuching,75,MY,1563050748,100,1.56,110.34,73.4,1.3
464,Havre-Saint-Pierre,90,CA,1563050643,100,50.23,-63.6,59.0,5.82
465,Popondetta,100,PG,1563050752,87,-8.77,148.24,64.28,4.16
466,Svetlogorsk,40,RU,1563050753,34,53.14,59.15,78.8,6.71
467,Tezu,100,IN,1563050755,97,27.93,96.16,70.94,2.28
468,Gao,78,ML,1563050756,47,16.28,-0.04,88.4,10.4
469,Guilin,90,CN,1563050757,100,25.28,110.29,73.4,1.43
470,Canmore,75,CA,1563050494,46,51.09,-115.35,72.0,3.36
471,San Javier,95,BR,1563050760,90,-27.87,-55.13,65.36,3.67
472,Kharan,0,PK,1563050762,55,28.58,65.42,81.38,7.78
473,Maceio,0,BR,1563050659,78,-9.67,-35.74,75.2,2.24
474,Medea,20,DZ,1563050764,69,36.27,2.77,78.8,4.7
475,Bo Rai,91,TH,1563050765,94,12.57,102.54,87.01,2.66
476,Aklavik,75,CA,1563050766,45,68.22,-135.01,68.0,9.17
477,Bam,4,IR,1563050768,37,29.11,58.36,72.38,5.14
478,Atar,78,MR,1563050770,14,20.52,-13.05,103.16,3.24
479,Sambava,26,MG,1563050772,97,-14.27,50.17,62.48,2.64
480,Sumenep,26,ID,1563050773,92,-7.02,113.87,67.34,2.42
481,Kerema,91,PG,1563050774,83,-7.96,145.78,73.1,5.93
482,Mehamn,97,NO,1563050776,75,71.03,27.85,43.22,5.08
483,Ingham,80,AU,1563050777,73,-18.65,146.16,53.66,2.62
484,Kanker,64,IN,1563050778,84,20.27,81.49,76.52,11.95
485,Flin Flon,90,CA,1563050780,41,54.77,-101.88,78.8,8.05
486,Honiara,40,SB,1563050781,94,-9.43,159.96,73.4,3.36
487,Chingirlau,36,KZ,1563050783,89,51.09,54.08,68.96,13.42
488,Devils Lake,75,US,1563050784,58,48.11,-98.87,82.4,8.05
489,Viedma,100,AR,1563050785,47,-40.81,-62.99,53.84,10.69
490,Maloy,100,ID,1563050787,92,1.0,118.1,73.64,1.99
491,Juazeiro,20,BR,1563050788,48,-9.43,-40.51,84.2,12.75
492,Great Yarmouth,40,GB,1563050789,82,52.61,1.73,62.01,9.17
493,Tiznit,0,MA,1563050791,88,29.7,-9.73,68.42,12.33
494,Veraval,0,FR,1563050792,88,49.65,0.71,63.0,6.93
495,Manadhoo,53,MV,1563050793,73,5.77,73.38,83.0,5.57
496,Shimoda,75,JP,1563050794,100,34.7,138.93,69.01,3.36
497,Varhaug,20,NO,1563050796,87,58.61,5.65,53.6,17.22
498,Agustin Codazzi,40,CO,1563050797,46,10.03,-73.24,93.2,13.87
499,Sechura,94,PE,1563050798,87,-5.56,-80.82,64.82,14.05
500,Raudeberg,0,NO,1563050799,67,61.99,5.14,57.2,17.22
501,Am Timan,4,TD,1563050802,67,11.04,20.28,79.22,2.89
502,Santiago,26,PH,1563050804,95,16.69,121.54,71.3,2.21
503,Usinsk,100,RU,1563050805,97,66.0,57.56,57.98,5.5
504,Pizarro,100,CO,1563050806,78,4.95,-77.37,81.2,8.9
505,Siirt,33,TR,1563050807,29,37.93,41.94,76.88,3.6
506,Yarmouth,90,CA,1563050809,88,43.84,-66.12,64.99,8.05
507,Armizonskoye,0,RU,1563050811,92,55.95,67.67,63.02,8.41
508,Pointe Michel,75,DM,1563050812,78,15.25,-61.38,84.2,1.12
509,Dhulian,100,IN,1563050813,86,24.68,87.95,81.74,3.36
510,Clyde River,75,CA,1563050814,71,70.47,-68.59,51.8,8.05
511,Rabo de Peixe,20,PT,1563050816,88,37.8,-25.58,71.6,10.29
512,Schrems,85,AT,1563050817,95,48.79,15.07,61.0,5.01
513,Erzin,40,TR,1563050818,65,36.95,36.2,77.0,11.41
514,Ojuelos de Jalisco,96,MX,1563050819,30,21.86,-101.59,78.68,6.73
515,Magdagachi,17,RU,1563050821,88,53.45,125.8,62.3,4.14
516,Nargana,100,PA,1563050822,79,9.44,-78.59,81.74,7.67
517,Boa Vista,75,BR,1563050824,83,2.82,-60.67,77.0,5.82
518,Samarai,100,PG,1563050825,94,-10.62,150.67,74.0,7.4
519,Iracoubo,99,GF,1563050826,92,5.48,-53.21,76.88,5.97
520,Los Llanos de Aridane,75,ES,1563050827,78,28.66,-17.92,73.4,17.22
521,Granja,22,BR,1563050829,85,-3.12,-40.83,77.06,9.15
522,Otukpo,61,NG,1563050830,91,7.19,8.13,74.54,5.73
523,Sao Pedro,20,PT,1563050832,88,41.13,-7.96,70.0,9.17
524,Cockburn Town,40,TC,1563050833,62,21.46,-71.14,89.6,13.87
525,Sibu,100,MY,1563050834,90,2.29,111.83,74.9,2.84
526,Saint-Francois,0,FR,1563050836,46,46.42,3.91,69.8,5.82
527,Maragogi,6,BR,1563050837,91,-9.01,-35.22,72.02,4.12
528,Pathein,100,MM,1563050554,86,16.78,94.73,79.76,8.28
529,Lahad Datu,100,MY,1563050839,97,5.02,118.33,68.96,2.15
530,Abha,40,SA,1563050841,15,18.22,42.5,80.6,9.17
531,Shahrud,19,IR,1563050842,53,36.42,54.97,63.56,6.64
532,Shingu,100,JP,1563050843,99,33.72,135.99,70.04,6.04
533,Bezlyudivka,0,UA,1563050845,72,49.87,36.3,62.6,4.47
534,Chiredzi,0,ZW,1563050846,72,-21.05,31.67,56.36,2.37
535,Aleksandrovsk-Sakhalinskiy,100,RU,1563050847,91,50.9,142.16,55.28,1.57
536,Porto Novo,0,BR,1563050848,34,-23.68,-45.44,78.8,5.82
537,Nizwa,36,OM,1563050850,73,22.93,57.53,74.9,1.12
